2023-08-03 16:34:33,766 INFO    StreamThr :989930 [internal.py:wandb_internal():86] W&B internal server running at pid: 989930, started at: 2023-08-03 16:34:33.765205
2023-08-03 16:34:33,767 DEBUG   HandlerThread:989930 [handler.py:handle_request():144] handle_request: status
2023-08-03 16:34:33,777 INFO    WriterThread:989930 [datastore.py:open_for_write():85] open: ./wandb/run-20230803_163433-4thzin09/run-4thzin09.wandb
2023-08-03 16:34:33,777 DEBUG   SenderThread:989930 [sender.py:send():379] send: header
2023-08-03 16:34:33,797 DEBUG   SenderThread:989930 [sender.py:send():379] send: run
2023-08-03 16:34:33,799 INFO    SenderThread:989930 [sender.py:_maybe_setup_resume():758] checking resume status for anup-rulez/MLOps Basics/4thzin09
2023-08-03 16:34:35,646 INFO    SenderThread:989930 [dir_watcher.py:__init__():211] watching files in: ./wandb/run-20230803_163433-4thzin09/files
2023-08-03 16:34:35,647 INFO    SenderThread:989930 [sender.py:_start_run_threads():1121] run started: 4thzin09 with start time 1691073273.765565
2023-08-03 16:34:35,647 DEBUG   SenderThread:989930 [sender.py:send_request():406] send_request: summary_record
2023-08-03 16:34:35,647 INFO    SenderThread:989930 [sender.py:_save_file():1375] saving file wandb-summary.json with policy end
2023-08-03 16:34:35,661 DEBUG   HandlerThread:989930 [handler.py:handle_request():144] handle_request: check_version
2023-08-03 16:34:35,662 DEBUG   SenderThread:989930 [sender.py:send_request():406] send_request: check_version
2023-08-03 16:34:35,789 DEBUG   HandlerThread:989930 [handler.py:handle_request():144] handle_request: run_start
2023-08-03 16:34:35,792 DEBUG   HandlerThread:989930 [system_info.py:__init__():31] System info init
2023-08-03 16:34:35,792 DEBUG   HandlerThread:989930 [system_info.py:__init__():46] System info init done
2023-08-03 16:34:35,793 INFO    HandlerThread:989930 [system_monitor.py:start():181] Starting system monitor
2023-08-03 16:34:35,793 INFO    SystemMonitor:989930 [system_monitor.py:_start():145] Starting system asset monitoring threads
2023-08-03 16:34:35,795 INFO    HandlerThread:989930 [system_monitor.py:probe():201] Collecting system info
2023-08-03 16:34:35,797 INFO    SystemMonitor:989930 [interfaces.py:start():190] Started cpu monitoring
2023-08-03 16:34:35,798 INFO    SystemMonitor:989930 [interfaces.py:start():190] Started disk monitoring
2023-08-03 16:34:35,802 INFO    SystemMonitor:989930 [interfaces.py:start():190] Started memory monitoring
2023-08-03 16:34:35,803 INFO    SystemMonitor:989930 [interfaces.py:start():190] Started network monitoring
2023-08-03 16:34:35,839 DEBUG   HandlerThread:989930 [system_info.py:probe():195] Probing system
2023-08-03 16:34:35,854 DEBUG   HandlerThread:989930 [system_info.py:_probe_git():180] Probing git
2023-08-03 16:34:35,882 DEBUG   HandlerThread:989930 [system_info.py:_probe_git():188] Probing git done
2023-08-03 16:34:35,883 DEBUG   HandlerThread:989930 [system_info.py:probe():240] Probing system done
2023-08-03 16:34:35,883 DEBUG   HandlerThread:989930 [system_monitor.py:probe():210] {'os': 'Linux-5.4.0-150-generic-x86_64-with-glibc2.17', 'python': '3.8.17', 'heartbeatAt': '2023-08-03T14:34:35.840190', 'startedAt': '2023-08-03T14:34:33.757355', 'docker': None, 'cuda': None, 'args': (), 'state': 'running', 'program': 'train.py', 'git': {'remote': 'git@github.com:anuprulez/mlops', 'commit': 'ef50ef3ce5c6ec704fd002ff1596f1863180d39e'}, 'email': 'anup.rulez@gmail.com', 'root': '/home/anupkumar/mlops/mlops', 'host': 'anupkumar-HP-ProBook-450-G5', 'username': 'anupkumar', 'executable': '/home/anupkumar/anaconda3/envs/ml-ops/bin/python3', 'cpu_count': 4, 'cpu_count_logical': 8, 'cpu_freq': {'current': 763.1985, 'min': 400.0, 'max': 4000.0}, 'cpu_freq_per_core': [{'current': 800.271, 'min': 400.0, 'max': 4000.0}, {'current': 622.558, 'min': 400.0, 'max': 4000.0}, {'current': 800.343, 'min': 400.0, 'max': 4000.0}, {'current': 759.559, 'min': 400.0, 'max': 4000.0}, {'current': 777.399, 'min': 400.0, 'max': 4000.0}, {'current': 787.739, 'min': 400.0, 'max': 4000.0}, {'current': 798.981, 'min': 400.0, 'max': 4000.0}, {'current': 758.738, 'min': 400.0, 'max': 4000.0}], 'disk': {'total': 233.17998886108398, 'used': 217.56145095825195}, 'memory': {'total': 7.6658477783203125}}
2023-08-03 16:34:35,883 INFO    HandlerThread:989930 [system_monitor.py:probe():211] Finished collecting system info
2023-08-03 16:34:35,883 INFO    HandlerThread:989930 [system_monitor.py:probe():214] Publishing system info
2023-08-03 16:34:35,883 DEBUG   HandlerThread:989930 [system_info.py:_save_pip():51] Saving list of pip packages installed into the current environment
2023-08-03 16:34:35,884 DEBUG   HandlerThread:989930 [system_info.py:_save_pip():67] Saving pip packages done
2023-08-03 16:34:35,884 DEBUG   HandlerThread:989930 [system_info.py:_save_conda():74] Saving list of conda packages installed into the current environment
2023-08-03 16:34:36,647 INFO    Thread-12 :989930 [dir_watcher.py:_on_file_created():271] file/dir created: ./wandb/run-20230803_163433-4thzin09/files/conda-environment.yaml
2023-08-03 16:34:36,648 INFO    Thread-12 :989930 [dir_watcher.py:_on_file_created():271] file/dir created: ./wandb/run-20230803_163433-4thzin09/files/requirements.txt
2023-08-03 16:34:36,648 INFO    Thread-12 :989930 [dir_watcher.py:_on_file_created():271] file/dir created: ./wandb/run-20230803_163433-4thzin09/files/wandb-summary.json
2023-08-03 16:34:39,170 DEBUG   HandlerThread:989930 [system_info.py:_save_conda():86] Saving conda packages done
2023-08-03 16:34:39,171 INFO    HandlerThread:989930 [system_monitor.py:probe():216] Finished publishing system info
2023-08-03 16:34:39,173 DEBUG   HandlerThread:989930 [handler.py:handle_request():144] handle_request: status_report
2023-08-03 16:34:39,174 DEBUG   SenderThread:989930 [sender.py:send():379] send: files
2023-08-03 16:34:39,174 INFO    SenderThread:989930 [sender.py:_save_file():1375] saving file wandb-metadata.json with policy now
2023-08-03 16:34:39,180 DEBUG   SenderThread:989930 [sender.py:send():379] send: telemetry
2023-08-03 16:34:39,181 DEBUG   SenderThread:989930 [sender.py:send():379] send: metric
2023-08-03 16:34:39,181 DEBUG   SenderThread:989930 [sender.py:send():379] send: telemetry
2023-08-03 16:34:39,181 DEBUG   SenderThread:989930 [sender.py:send():379] send: metric
2023-08-03 16:34:39,181 WARNING SenderThread:989930 [sender.py:send_metric():1326] Seen metric with glob (shouldn't happen)
2023-08-03 16:34:39,183 DEBUG   HandlerThread:989930 [handler.py:handle_request():144] handle_request: stop_status
2023-08-03 16:34:39,183 DEBUG   SenderThread:989930 [sender.py:send_request():406] send_request: stop_status
2023-08-03 16:34:39,647 INFO    Thread-12 :989930 [dir_watcher.py:_on_file_modified():288] file/dir modified: ./wandb/run-20230803_163433-4thzin09/files/conda-environment.yaml
2023-08-03 16:34:39,647 INFO    Thread-12 :989930 [dir_watcher.py:_on_file_created():271] file/dir created: ./wandb/run-20230803_163433-4thzin09/files/wandb-metadata.json
2023-08-03 16:34:41,649 INFO    Thread-12 :989930 [dir_watcher.py:_on_file_created():271] file/dir created: ./wandb/run-20230803_163433-4thzin09/files/output.log
2023-08-03 16:34:42,148 INFO    wandb-upload_0:989930 [upload_job.py:push():131] Uploaded file /tmp/tmpx03e1uznwandb/a1vqi20q-wandb-metadata.json
2023-08-03 16:34:43,650 INFO    Thread-12 :989930 [dir_watcher.py:_on_file_modified():288] file/dir modified: ./wandb/run-20230803_163433-4thzin09/files/output.log
2023-08-03 16:34:43,813 DEBUG   HandlerThread:989930 [handler.py:handle_request():144] handle_request: status_report
2023-08-03 16:34:44,168 DEBUG   SenderThread:989930 [sender.py:send():379] send: config
2023-08-03 16:34:44,406 DEBUG   SenderThread:989930 [sender.py:send():379] send: config
2023-08-03 16:34:45,633 DEBUG   HandlerThread:989930 [handler.py:handle_request():144] handle_request: log_artifact
2023-08-03 16:34:45,634 DEBUG   SenderThread:989930 [sender.py:send_request():406] send_request: log_artifact
